watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,is_netflix_original
7/13/25,Mobile,143.8,30.4,stopped,31,Female,USA,Premium,FALSE,5.42,1,TV Series,Documentary,2023,36,PG,English,Canada,6.1,FALSE
11/15/24,Laptop,40.4,98.3,started,31,,USA,Basic,TRUE,38.85,3,TV Series,Sport,2016,38,TV-PG,English,USA,8.6,FALSE
5/1/25,Mobile,53.4,10.5,stopped,30,Female,USA,Premium+,TRUE,5.55,5,Limited Series,Animation,2012,74,NC-17,Hindi,Canada,4.9,FALSE
7/4/24,Tablet,31.3,40.4,stopped,53,Female,USA,Premium,TRUE,6.96,6,Movie,Adventure,2004,174,TV-Y7,English,France,9,TRUE
6/29/25,Tablet,131.9,55.3,stopped,44,,USA,Premium,TRUE,2.43,1,Movie,History,2015,100,PG,Japanese,USA,0.7,TRUE
5/6/25,Mobile,49.6,10.7,started,25,Other,USA,Basic,TRUE,23.05,,Stand-up Comedy,Crime,1998,89,TV-Y7,English,UK,7.6,FALSE
10/26/24,Mobile,95.5,46,paused,28,Male,Canada,Standard,TRUE,14.84,1,Documentary,Horror,1993,71,PG-13,English,UK,5,TRUE
4/8/25,Smart TV,24.5,29.4,started,32,Female,USA,Standard,TRUE,9.86,2,Movie,Animation,1998,95,NC-17,German,USA,5.5,TRUE
7/19/24,Mobile,102.3,55,stopped,36,Female,USA,Basic,TRUE,13.02,1,TV Series,Western,2003,41,TV-Y,English,UK,8.2,FALSE
12/21/25,Desktop,39.2,53.9,completed,37,Male,USA,Standard,TRUE,14.05,5,Movie,Western,2018,81,TV-Y7,French,UK,8.6,FALSE
4/27/25,Smart TV,89,21.6,started,20,,USA,Premium+,TRUE,9.35,5,Movie,Mystery,2019,80,PG-13,German,USA,7.3,FALSE
10/3/24,Tablet,27.9,1.6,paused,40,Male,USA,Standard,TRUE,18.74,,Documentary,Documentary,2000,84,PG-13,English,USA,7.3,TRUE
3/4/25,Smart TV,71.8,39.5,completed,38,Female,USA,Premium+,TRUE,2.62,2,Documentary,Adventure,2014,110,R,English,India,9.6,FALSE
1/26/24,Laptop,26,37.5,completed,52,Male,USA,Standard,TRUE,16.72,7,Movie,Horror,2015,109,TV-G,Hindi,USA,7.9,FALSE
1/13/24,Laptop,175.6,54.4,started,42,Female,Canada,Premium,TRUE,38.42,2,Stand-up Comedy,Romance,1999,522,TV-G,Korean,USA,5.9,FALSE
5/22/25,Mobile,31.5,27.6,completed,45,Male,Canada,Premium+,TRUE,21.69,2,TV Series,History,2023,44,TV-G,English,USA,6.2,TRUE
9/26/24,Mobile,25.4,52.4,paused,20,Male,USA,Basic,TRUE,44.26,3,Stand-up Comedy,War,2011,33,TV-Y,Hindi,UK,8,FALSE
10/13/24,Mobile,78.4,70.8,completed,27,Male,USA,Premium+,TRUE,18.2,3,TV Series,History,2005,48,G,English,USA,7.4,FALSE
8/13/25,Desktop,751.3,37.2,started,45,Female,Canada,Standard,TRUE,13.56,6,Documentary,Action,2012,75,PG-13,Spanish,South Korea,8.1,FALSE
9/6/24,Smart TV,50.9,68.3,paused,50,Male,USA,Premium,TRUE,10.63,3,Documentary,Crime,2012,102,TV-Y,English,South Korea,8.2,FALSE
5/9/24,Desktop,20.8,1.7,completed,33,,USA,Premium+,TRUE,1.99,3,TV Series,Drama,1995,45,G,Hindi,USA,1.7,FALSE
3/14/24,Smart TV,45.3,34.4,started,31,Female,USA,Basic,TRUE,3.38,3,Documentary,Thriller,2012,101,PG-13,English,France,5.5,TRUE
7/3/24,Mobile,69.9,61.9,started,52,Female,USA,Premium,FALSE,3.33,2,Stand-up Comedy,Thriller,1995,63,TV-Y7,Spanish,Germany,7.3,FALSE
8/23/24,Tablet,55.6,4.6,stopped,45,,Canada,Basic,TRUE,18.38,1,TV Series,Adventure,2017,66,TV-G,German,USA,7,FALSE
7/13/24,Tablet,58.8,96.5,started,43,,Canada,Basic,TRUE,5.69,8,Movie,Documentary,1993,85,TV-MA,Japanese,USA,5.8,FALSE
5/4/25,Tablet,52.6,8.2,completed,52,Male,USA,Standard,TRUE,44.52,2,Movie,History,2020,131,PG,English,USA,7.1,FALSE
11/7/25,Tablet,25.6,66.7,stopped,24,Female,USA,Standard,TRUE,9.5,3,Movie,Thriller,1993,109,R,Spanish,USA,7.4,TRUE
1/31/25,Desktop,29.1,74.2,completed,34,,USA,Premium+,TRUE,23.48,4,TV Series,Sci-Fi,1998,19,TV-Y,Italian,UK,5,TRUE
8/29/24,Tablet,17,1.1,paused,39,Other,USA,Standard,TRUE,19.07,3,Movie,Music,2003,139,TV-14,French,USA,7.3,TRUE
11/20/25,Tablet,75.7,55.6,started,21,Male,USA,Standard,TRUE,33.48,3,Movie,War,1997,98,TV-MA,English,USA,8.1,TRUE
2/21/25,Mobile,51.9,61.9,paused,39,Female,USA,Basic,TRUE,3.31,1,Movie,Crime,2020,98,R,Hindi,France,8,TRUE
9/5/25,Desktop,16.5,56.8,paused,41,Male,USA,Standard,TRUE,19.89,3,TV Series,Animation,2016,18,TV-PG,English,USA,6.5,FALSE
2/10/24,Tablet,19.5,31.9,stopped,38,Female,USA,Premium,FALSE,18.51,2,Movie,Horror,2014,136,TV-PG,Hindi,USA,7.5,FALSE
7/4/24,Mobile,15.8,97.6,paused,20,Male,USA,Premium,TRUE,18.44,4,Documentary,Sport,2023,19,TV-14,English,France,5.6,FALSE
5/16/24,Mobile,51.9,73.9,started,53,,USA,Basic,TRUE,22.72,1,Movie,Documentary,2023,99,TV-Y,English,USA,1.4,FALSE
10/4/25,Tablet,15.5,83.1,started,43,Female,USA,Premium+,TRUE,22.67,2,TV Series,Mystery,2003,524,NC-17,Spanish,USA,5,TRUE
12/12/25,Laptop,6.7,17.8,started,47,Male,USA,Standard,TRUE,11.62,4,Movie,Fantasy,2017,76,R,English,South Korea,3.3,FALSE
3/4/24,Desktop,39.2,51.8,stopped,31,Male,USA,Standard,FALSE,6.32,4,TV Series,Animation,2008,30,TV-PG,English,South Korea,6.6,FALSE
5/19/25,Desktop,43.3,12,started,26,,USA,Standard,FALSE,3.81,3,Movie,Comedy,1993,121,TV-G,Italian,USA,4.5,FALSE
3/28/24,Tablet,47.7,69,completed,60,Male,USA,Premium,TRUE,12.14,2,Movie,History,2020,91,G,English,South Korea,8,FALSE
7/19/24,Mobile,53.2,2,completed,47,Male,Canada,Premium,TRUE,336.87,3,TV Series,Western,2019,42,TV-MA,English,USA,5.4,FALSE
11/27/25,Laptop,58.6,27.8,started,21,Male,USA,Standard,TRUE,8.98,1,Movie,Documentary,2011,102,PG,French,USA,7.5,FALSE
10/25/24,Smart TV,65.4,4.3,completed,67,,Canada,Premium+,TRUE,18.24,4,Movie,Family,2021,106,TV-Y,English,USA,6.2,TRUE
11/10/25,Smart TV,32.1,34.9,paused,35,Other,USA,Standard,TRUE,3.36,2,Movie,Fantasy,2022,87,PG-13,Spanish,USA,7.2,TRUE
2/8/24,Smart TV,58.4,54.1,paused,33,Male,USA,Premium,TRUE,29.93,3,Movie,Family,2013,127,PG,English,UK,9.2,FALSE
12/29/24,Desktop,26.7,21.2,started,21,,USA,Premium,TRUE,27.3,4,TV Series,History,1998,12,TV-14,English,Canada,6.4,FALSE
8/5/24,Tablet,47.4,7.2,stopped,45,Male,USA,Basic,TRUE,16.87,,Limited Series,Mystery,2020,36,TV-Y,German,South Korea,7.5,FALSE
11/3/25,Tablet,18.8,9.3,paused,53,Female,Canada,Standard,FALSE,19.27,3,Movie,Adventure,2011,100,G,Korean,Canada,5.2,FALSE
7/1/24,Laptop,153.7,47.3,completed,22,Male,USA,Premium,TRUE,2.66,3,TV Series,Biography,2015,41,TV-PG,French,USA,6.1,FALSE
7/23/25,Mobile,107.2,63.3,paused,31,Female,Canada,Standard,TRUE,12.62,2,Movie,War,2023,146,PG,English,Germany,7.1,FALSE
9/28/25,Desktop,26,13.6,started,48,Female,USA,Basic,TRUE,12.72,,Movie,Sci-Fi,1990,126,TV-Y,English,USA,5.2,FALSE
9/17/25,Tablet,21.5,72.8,stopped,36,Female,USA,Basic,TRUE,21.35,,Stand-up Comedy,Adventure,1991,74,TV-MA,Italian,UK,7.7,FALSE
3/31/24,Tablet,21.5,96,paused,43,Female,Canada,Premium,FALSE,12.58,2,TV Series,Drama,2018,45,TV-Y7,Japanese,South Korea,5.3,FALSE
1/19/24,Tablet,115.4,52,completed,42,Female,USA,Standard,TRUE,20.7,2,Documentary,Documentary,2000,84,PG-13,English,USA,7.3,TRUE
4/10/25,Tablet,86.9,94.5,completed,36,Male,USA,Premium,TRUE,22.98,4,TV Series,Thriller,2008,47,PG,English,Japan,5.4,FALSE
4/13/25,Tablet,13.5,60,paused,64,Female,USA,Premium,TRUE,9.92,3,Movie,Western,1994,98,G,English,USA,4.5,FALSE
6/18/25,Mobile,112,62.6,stopped,25,Female,Canada,Basic,TRUE,11.61,4,TV Series,Adventure,2017,66,TV-G,German,USA,7,FALSE
9/8/24,Tablet,13.6,60.7,paused,22,Female,USA,Premium,TRUE,2.62,3,Movie,Comedy,2021,102,NC-17,English,Canada,7.1,TRUE
12/9/24,Laptop,104.7,56.4,paused,54,Male,USA,Basic,TRUE,13.08,3,Movie,Adventure,2012,142,R,English,USA,5.6,FALSE
8/4/24,Mobile,50.6,24.8,paused,37,Male,USA,Standard,TRUE,23.46,2,Stand-up Comedy,Sci-Fi,2017,52,NC-17,Italian,France,8.2,FALSE
5/8/25,Laptop,48.1,55.8,stopped,28,Female,USA,Standard,FALSE,28.03,1,TV Series,Documentary,2014,31,TV-Y7,French,USA,5.9,TRUE
11/23/25,Tablet,126.8,38.8,started,22,Male,USA,Standard,FALSE,13.86,2,Movie,Western,1996,112,PG,English,USA,6.1,FALSE
4/22/25,Smart TV,47.9,3.9,stopped,52,Female,USA,Premium,TRUE,2.72,2,Movie,Comedy,1990,70,TV-PG,English,Germany,5.9,FALSE
5/19/24,Tablet,131.7,72.7,started,22,Male,Canada,Basic,TRUE,19.68,1,Movie,Fantasy,2022,87,PG-13,Spanish,USA,7.2,TRUE
12/6/24,Laptop,88.3,31.3,completed,31,,USA,Standard,TRUE,37.23,1,Movie,Biography,1995,166,TV-PG,English,India,6.9,FALSE
8/7/24,Tablet,153.1,16.4,started,28,Female,Canada,Standard,TRUE,13.84,3,Documentary,Fantasy,1994,66,PG,English,Canada,6.9,FALSE
10/14/24,Laptop,585.6,32.7,stopped,24,Female,Canada,Standard,TRUE,16.41,5,Documentary,Biography,1990,134,TV-14,French,France,4.7,FALSE
4/25/25,Laptop,31.9,17.3,started,49,Male,Canada,Basic,FALSE,4.4,5,TV Series,Romance,2010,58,TV-Y,English,USA,7.8,FALSE
10/16/24,Desktop,596.4,81.4,started,48,Male,USA,Standard,TRUE,21.94,3,Movie,Action,1990,36,NC-17,English,Japan,6.4,FALSE
3/21/25,Smart TV,24.6,9,completed,35,Prefer not to say,Canada,Premium,TRUE,18.06,1,Movie,Biography,1994,110,TV-14,English,USA,1.4,FALSE
5/2/25,Smart TV,7,67.3,stopped,44,Male,USA,Standard,TRUE,8.76,2,Movie,Adventure,1997,137,TV-Y,English,USA,6.2,TRUE
6/29/24,Mobile,74.9,29.5,stopped,35,Female,USA,Premium+,TRUE,6.42,1,Movie,Crime,2019,105,TV-PG,English,Germany,4.3,FALSE
2/6/24,Tablet,38.5,5.7,started,48,Male,USA,Standard,TRUE,29.94,3,Documentary,Romance,2006,89,TV-Y,English,USA,3.8,FALSE
10/27/24,Desktop,77.9,85.3,paused,19,,Canada,Premium+,FALSE,20.71,4,Documentary,Family,2005,80,PG-13,Spanish,USA,6.3,FALSE
10/7/25,Tablet,89.1,86.2,stopped,46,Female,USA,Standard,TRUE,1.42,3,Documentary,Animation,1991,89,NC-17,Spanish,South Korea,7.3,FALSE
8/30/24,Desktop,94.2,75.1,completed,43,,Canada,Basic,TRUE,5.69,8,Movie,Crime,1999,113,TV-MA,English,France,6.5,FALSE
3/17/24,Tablet,28.5,33.6,completed,28,Male,USA,Standard,TRUE,17.45,4,Movie,Drama,2001,121,NC-17,Korean,India,7.7,FALSE
4/4/24,Tablet,34.6,94.3,stopped,22,Female,USA,Standard,TRUE,18.38,1,Movie,Animation,2001,74,G,English,USA,5.8,FALSE
3/22/24,Tablet,110.2,65.9,paused,34,Male,USA,Premium+,TRUE,24.64,4,Stand-up Comedy,Crime,1998,89,TV-Y7,English,UK,7.6,FALSE
2/13/24,Desktop,244.8,12.3,completed,22,,USA,Basic,TRUE,29.9,5,Movie,Horror,2015,109,TV-G,Hindi,USA,7.9,FALSE
9/1/24,Laptop,97.5,44.4,stopped,18,Male,Canada,Basic,TRUE,17.99,1,Movie,Comedy,1997,90,TV-Y,English,USA,4.2,FALSE
8/25/25,Laptop,154.6,96,stopped,30,Male,USA,Standard,FALSE,7.14,,Limited Series,Crime,2001,24,TV-14,English,Canada,8.2,FALSE
2/7/25,Mobile,27.9,90.6,stopped,66,Male,USA,Premium,TRUE,13.95,1,Stand-up Comedy,Thriller,2007,61,TV-14,English,USA,6,FALSE
6/29/24,Tablet,27.1,40.2,paused,25,Male,USA,Basic,FALSE,14.7,3,Movie,Comedy,2021,102,NC-17,English,Canada,7.1,TRUE
9/1/25,Mobile,19.9,11,started,44,,Canada,Premium,TRUE,25.18,1,Stand-up Comedy,Family,2012,59,G,English,USA,6.8,FALSE
3/17/24,Smart TV,106.6,60.2,stopped,45,Male,USA,Premium,TRUE,25.26,,TV Series,Sport,2000,55,PG-13,Hindi,USA,6.6,FALSE
9/6/24,Mobile,30.7,57.3,completed,37,,USA,Standard,TRUE,9.8,1,TV Series,History,2021,17,TV-Y,English,USA,5.1,TRUE
11/10/25,Tablet,31.4,69.1,paused,26,Male,Canada,Premium,TRUE,51.88,4,Documentary,History,2012,98,NC-17,English,Germany,6.4,FALSE
1/13/25,Tablet,164.6,36.3,paused,33,Male,Canada,Premium,TRUE,53.29,2,TV Series,Documentary,2014,41,TV-PG,Spanish,UK,0.8,TRUE
10/14/24,Mobile,71.6,50.5,started,39,Female,Canada,Premium,TRUE,14.31,2,TV Series,Drama,1992,37,TV-MA,English,Japan,9,FALSE
1/16/25,Mobile,66.8,84.1,stopped,35,Female,USA,Premium,TRUE,28.53,,Movie,Comedy,2024,117,TV-Y7,Spanish,USA,6.3,FALSE
1/4/24,Laptop,76.3,19.7,paused,54,,Canada,Standard,TRUE,10.03,6,Movie,Fantasy,2012,117,PG-13,English,USA,7.8,TRUE
3/31/24,Smart TV,27.5,35.4,started,33,Female,Canada,Standard,TRUE,0.57,,TV Series,Music,2015,38,TV-MA,Italian,South Korea,4,FALSE
12/30/24,Mobile,46.5,36.5,completed,30,Female,USA,Standard,TRUE,25.8,1,Movie,Western,1996,112,PG,English,USA,6.1,FALSE
1/28/25,Smart TV,28.9,99.4,stopped,59,Female,Canada,Premium,TRUE,12.6,,Documentary,Sci-Fi,2011,131,NC-17,Japanese,USA,5.3,FALSE
1/13/25,Mobile,87.6,72,completed,36,Female,USA,Standard,TRUE,7.49,2,Movie,Fantasy,2018,93,PG-13,English,USA,3.5,TRUE
4/29/24,Tablet,79.1,6.4,completed,46,Female,Canada,Standard,TRUE,8.76,,Documentary,Family,2005,80,PG-13,Spanish,USA,6.3,FALSE
4/30/24,Laptop,106.1,42.9,paused,44,Male,USA,Premium,TRUE,7.81,2,Movie,Biography,2005,143,TV-PG,English,USA,3.4,FALSE
3/1/25,Laptop,91,58.6,completed,23,Female,USA,Premium+,FALSE,6.3,1,TV Series,Adventure,1994,50,PG,English,Canada,8.5,TRUE
10/28/24,Mobile,70,50.5,started,28,Female,USA,Premium,TRUE,22.83,2,TV Series,War,2002,47,TV-PG,English,USA,6.8,FALSE
2/28/24,Smart TV,93,36.8,started,21,Male,Canada,Basic,TRUE,11.42,,Stand-up Comedy,Adventure,2014,53,TV-Y,English,USA,5,TRUE
8/9/24,Laptop,34.4,23.3,completed,38,Male,USA,Standard,TRUE,23.33,2,Movie,Sci-Fi,2024,115,TV-Y7,English,USA,6.4,TRUE
10/31/25,Laptop,28.7,72,completed,55,Female,Canada,Premium+,TRUE,11.56,1,Stand-up Comedy,Adventure,2001,97,G,English,USA,8.4,FALSE
5/2/24,Smart TV,59,39.8,started,45,Male,Canada,Premium,TRUE,16.26,1,Movie,Adventure,2000,67,G,English,France,8.4,FALSE
4/8/24,Desktop,17.3,9.9,started,27,Female,USA,Premium,TRUE,19.86,4,Movie,Action,1993,98,TV-MA,Korean,USA,5.6,TRUE
4/16/24,Smart TV,77.7,9.1,started,51,Female,Canada,Premium,TRUE,33.72,2,Movie,Sport,2018,83,TV-14,German,Canada,2.7,FALSE
12/2/24,Tablet,64.3,67.7,started,22,Female,USA,Premium,TRUE,13.93,2,Stand-up Comedy,Documentary,2024,44,TV-Y7,Spanish,South Korea,6,TRUE
8/18/24,Laptop,46.7,6.8,stopped,33,,USA,Basic,TRUE,4.52,2,Movie,Romance,2014,79,TV-Y7,Hindi,Japan,0.9,TRUE
2/26/25,Desktop,41.5,13.7,stopped,36,Female,USA,Premium,TRUE,8.83,4,Movie,War,2023,119,PG-13,English,USA,6.5,FALSE
8/21/24,Smart TV,87,44.3,started,23,,USA,Basic,TRUE,17.44,4,Documentary,Drama,2021,99,R,English,USA,4.4,TRUE
2/10/25,Smart TV,87.8,20.9,paused,42,Other,USA,Premium,FALSE,9,3,Movie,Adventure,2012,142,R,English,USA,5.6,FALSE
1/21/24,Tablet,74.1,20.5,completed,38,Male,USA,Standard,TRUE,14.63,2,TV Series,Comedy,1996,51,NC-17,French,USA,4.9,TRUE
12/26/24,Smart TV,602.3,43.9,stopped,29,Female,Canada,Premium+,TRUE,25.94,2,Movie,History,2010,108,TV-Y7,English,USA,0.6,FALSE
1/31/25,Mobile,52.7,91.4,stopped,55,Male,USA,Premium,TRUE,12.7,3,Stand-up Comedy,Sci-Fi,2016,72,G,Spanish,USA,6,FALSE
9/4/25,Desktop,32.7,18.9,started,44,Male,USA,Premium,FALSE,12,2,TV Series,Action,1992,27,TV-Y7,Spanish,USA,7,FALSE
2/2/25,Laptop,31.1,78.9,stopped,33,Female,Canada,Basic,TRUE,6.24,1,Documentary,Horror,1993,79,PG-13,English,Japan,4.7,TRUE
1/2/24,Mobile,46.1,98.7,paused,35,Female,Canada,Basic,TRUE,12.16,,Documentary,History,1999,75,TV-Y7,Korean,USA,6.6,FALSE
10/9/25,Smart TV,18.5,5.9,started,28,,USA,Standard,TRUE,26.73,5,Movie,Mystery,2022,152,TV-Y,English,USA,5.2,FALSE
8/18/25,Desktop,63.8,35.3,paused,27,Male,USA,Standard,TRUE,13.26,3,Movie,Adventure,1997,165,G,Hindi,UK,6.9,FALSE
8/7/24,Smart TV,125,62,paused,44,Other,USA,Standard,TRUE,29.33,1,Movie,Horror,1997,537,R,English,South Korea,6.1,FALSE
10/18/25,Desktop,141.4,83.6,stopped,38,Female,Canada,Standard,TRUE,57.56,1,Movie,Drama,2017,100,TV-MA,English,UK,6.9,FALSE
9/10/24,Tablet,77.5,39.7,paused,29,Female,Canada,Premium,TRUE,12.32,,Movie,Mystery,1990,117,TV-14,Korean,Japan,8.4,TRUE
6/16/24,Tablet,104.9,72.5,completed,50,Male,USA,Basic,TRUE,36.69,3,Documentary,Fantasy,2018,91,G,English,France,7,TRUE
4/9/25,Mobile,65.7,44.3,started,50,Female,USA,Standard,TRUE,31.72,2,Movie,Horror,1999,118,TV-MA,English,Canada,8.5,FALSE
4/6/24,Tablet,138.8,5.3,started,39,Female,USA,Standard,TRUE,17.01,1,Movie,Action,1995,113,TV-MA,English,USA,5.9,FALSE
3/8/24,Laptop,136.3,6,stopped,39,Male,USA,Basic,TRUE,5.7,4,Stand-up Comedy,Action,1990,70,NC-17,English,France,2.9,TRUE
10/1/25,Tablet,11.1,57.3,paused,38,Female,USA,Standard,TRUE,25.74,,TV Series,History,2018,45,TV-PG,English,USA,6.8,FALSE
1/16/24,Smart TV,36,82.4,paused,56,Female,USA,Standard,TRUE,25.19,2,Documentary,Romance,1990,100,TV-Y,Hindi,France,5.4,TRUE
1/15/25,Laptop,61,30.2,paused,45,Male,USA,Standard,TRUE,12.23,3,Stand-up Comedy,Western,2012,60,PG-13,English,South Korea,7,TRUE
5/15/25,Desktop,47.3,65.2,completed,45,,Canada,Standard,TRUE,6.71,1,Stand-up Comedy,Adventure,2015,51,R,German,Canada,5.7,FALSE
9/5/25,Laptop,47.9,48.8,paused,54,Male,USA,Basic,TRUE,13.08,3,Limited Series,Family,2020,52,TV-PG,English,USA,8.5,FALSE
5/31/24,Tablet,30.7,59.4,stopped,41,Male,USA,Basic,TRUE,34.3,2,TV Series,Sport,2016,38,TV-PG,English,USA,8.6,FALSE
6/22/25,Smart TV,77.2,70.2,completed,24,Male,USA,Premium,FALSE,9.96,,TV Series,Adventure,2017,62,TV-Y7,English,Canada,6.5,FALSE
5/5/25,Mobile,79.5,34.8,stopped,25,Male,Canada,Premium,FALSE,22.45,1,TV Series,Documentary,2009,54,NC-17,English,Canada,5.8,FALSE
1/3/25,Laptop,95.6,86.8,completed,49,Other,Canada,Standard,TRUE,9.27,1,Movie,Thriller,2002,80,NC-17,Spanish,France,4.9,FALSE
1/7/24,Desktop,74.7,70.3,started,37,Female,USA,Premium,TRUE,13.93,1,Movie,Horror,1991,108,TV-Y7,Japanese,USA,5.6,FALSE
8/4/24,Desktop,96.8,18.9,paused,62,Female,Canada,Standard,TRUE,30.79,1,Movie,Crime,1993,131,TV-MA,English,India,6.1,FALSE
3/31/25,Desktop,50.7,89.2,completed,30,Female,USA,Basic,TRUE,6.46,1,TV Series,History,2006,50,TV-G,Hindi,USA,6.3,FALSE
11/7/25,Mobile,28.4,48,paused,34,,USA,Premium+,TRUE,4.08,2,Stand-up Comedy,Adventure,1991,74,TV-MA,Italian,UK,7.7,FALSE
9/12/25,Mobile,28.6,11.3,started,29,Female,Canada,Standard,TRUE,31.44,2,Movie,Animation,2002,53,TV-MA,English,India,4.3,TRUE
1/21/25,Mobile,37.5,89.3,paused,43,Female,USA,Standard,TRUE,23.59,1,Documentary,Thriller,2022,54,TV-Y,Japanese,USA,6.1,FALSE
7/26/25,Laptop,78.5,94.6,completed,53,Female,USA,Basic,TRUE,14.19,1,Movie,Animation,2006,69,TV-PG,English,USA,5.1,FALSE
9/25/25,Smart TV,51.8,7.9,started,44,,USA,Basic,TRUE,14.21,3,Movie,Action,2018,91,G,English,Germany,7.6,FALSE
11/6/24,Desktop,161.3,61.8,stopped,37,Female,USA,Standard,TRUE,8.52,3,TV Series,Animation,2024,63,R,English,USA,4.9,TRUE
6/12/24,Desktop,87.6,65.2,stopped,47,,Canada,Premium,FALSE,36.9,2,Movie,Romance,2013,138,PG,English,Germany,8.6,FALSE
12/25/25,Desktop,62.4,16.5,paused,36,Male,Canada,Standard,TRUE,21.49,2,Stand-up Comedy,Sci-Fi,1993,51,TV-Y7,Spanish,USA,6,FALSE
11/25/24,Tablet,29.1,35.1,paused,60,Male,USA,Standard,TRUE,18.24,6,Movie,Thriller,2009,95,TV-Y7,English,USA,7.9,TRUE
1/21/25,Tablet,34.3,78.3,stopped,32,Male,Canada,Premium,FALSE,3.74,1,Movie,Crime,2006,115,TV-Y,English,USA,6.6,FALSE
3/17/25,Smart TV,109.4,69,completed,40,,USA,Standard,TRUE,22.04,5,Movie,Thriller,2002,80,NC-17,Spanish,France,4.9,FALSE
7/15/25,Smart TV,150.3,81.3,stopped,39,,Canada,Standard,TRUE,30.44,5,Stand-up Comedy,Adventure,2003,54,TV-Y7,Italian,UK,6.1,FALSE
1/18/24,Smart TV,133.5,39.7,completed,46,Male,USA,Basic,FALSE,17,4,Documentary,Documentary,2001,71,NC-17,English,UK,1.2,FALSE
12/31/24,Tablet,14.9,24.9,started,41,Female,Canada,Basic,TRUE,22.4,3,Movie,War,1997,98,TV-MA,English,USA,8.1,TRUE
9/26/24,Mobile,30.8,63.2,started,31,Male,Canada,Premium,FALSE,3.42,1,Movie,Family,1997,105,R,English,Japan,7.8,TRUE
10/9/24,Tablet,83.3,82.7,paused,32,Female,USA,Standard,TRUE,6.09,3,TV Series,Family,1994,38,TV-PG,English,USA,7.4,FALSE
10/23/24,Smart TV,36.7,83.4,started,45,Male,USA,Basic,TRUE,26.15,2,TV Series,Mystery,2003,524,NC-17,Spanish,USA,5,TRUE
10/16/25,Tablet,32.1,45.6,paused,37,Male,Canada,Basic,TRUE,17.23,8,Documentary,Drama,2012,74,PG-13,Italian,UK,9.8,FALSE
3/24/25,Smart TV,57.8,74.5,completed,21,Other,Canada,Standard,TRUE,25.26,6,Movie,Sci-Fi,1997,122,TV-Y,English,India,2.5,FALSE
5/7/24,Desktop,88.3,67.7,stopped,33,Other,USA,Premium,TRUE,21.38,1,Documentary,Biography,2023,81,R,Hindi,France,6.5,FALSE
8/7/24,Laptop,75.6,45.4,stopped,30,Other,Canada,Standard,TRUE,36.84,3,Stand-up Comedy,War,2018,72,NC-17,Italian,UK,5.9,TRUE
1/24/24,Desktop,161.8,34.9,completed,37,Male,USA,Basic,TRUE,8.83,3,Movie,Crime,2016,136,PG,English,Japan,5.1,TRUE
3/20/25,Mobile,87.7,71.8,started,41,Male,USA,Premium,TRUE,37.24,2,Movie,Documentary,2017,97,G,English,USA,7.7,TRUE
1/21/25,Mobile,112.7,0.1,started,43,Female,USA,Premium,TRUE,9.43,8,Movie,Action,2002,61,R,Japanese,Canada,9.4,FALSE
3/28/24,Laptop,133.4,47.3,completed,36,Male,USA,Standard,TRUE,11.13,1,TV Series,History,2021,17,TV-Y,English,USA,5.1,TRUE
11/8/25,Smart TV,59.1,93.2,stopped,25,Male,Canada,Standard,TRUE,5.7,,Movie,Western,2018,121,NC-17,English,Germany,6.5,FALSE
2/27/24,Smart TV,37.8,48.6,paused,47,,USA,Premium,TRUE,13.91,,Movie,Comedy,1990,70,TV-PG,English,Germany,5.9,FALSE
7/7/25,Laptop,114.6,14.1,completed,33,Male,Canada,Premium,TRUE,16.38,4,Movie,Horror,1997,537,R,English,South Korea,6.1,FALSE
2/1/24,Tablet,44.9,90.1,paused,51,Female,USA,Basic,TRUE,14.89,3,Documentary,Adventure,1999,104,TV-MA,Japanese,USA,8.2,TRUE
4/13/24,Smart TV,185.2,62.6,stopped,58,Male,USA,Basic,TRUE,19.54,2,Movie,Horror,2014,136,TV-PG,Hindi,USA,7.5,FALSE
4/25/24,Laptop,29.7,73.7,started,40,Male,Canada,Premium,TRUE,6.6,1,Movie,Crime,1999,113,TV-MA,English,France,6.5,FALSE
1/18/24,Smart TV,43.6,51.8,paused,25,Male,USA,Basic,FALSE,16.85,3,Movie,Action,2020,121,NC-17,Japanese,UK,7.1,TRUE
2/19/25,Mobile,125.9,93.5,completed,33,Female,USA,Standard,TRUE,16.41,4,Documentary,Biography,1990,134,TV-14,French,France,4.7,FALSE
5/21/25,Tablet,44.5,69.5,completed,40,Female,Canada,Premium,TRUE,11.16,2,Documentary,Western,2021,110,PG,English,UK,8.3,FALSE
8/28/24,Desktop,14.7,37.6,stopped,39,Prefer not to say,USA,Premium,TRUE,11.84,4,Movie,Biography,2001,103,TV-Y7,English,USA,7.4,FALSE
8/9/24,Mobile,115.2,7.3,paused,30,Female,USA,Standard,TRUE,11.57,2,Stand-up Comedy,Family,2023,70,TV-MA,English,South Korea,7,FALSE
5/4/25,Mobile,36.7,80,completed,18,,USA,Standard,TRUE,1.13,,Stand-up Comedy,Western,2012,60,PG-13,English,South Korea,7,TRUE
5/26/25,Tablet,21.6,0.8,started,33,Female,Canada,Premium,TRUE,9.06,2,Documentary,History,1999,75,TV-Y7,Korean,USA,6.6,FALSE
